family,dataset,query_id,model,eval_setting,train_n,method,base_bias_direction,counter_definition,train_counterexample_n,train_counterexample_pct,train_label0_n,train_label1_n,train_label_yes_pct,train_base_pred_yes_pct,train_base_error_pct,test_n,test_label_yes_pct,eval_pred_yes_pct,acc_pct,macro_f1_pct,source,delta_macro_f1_vs_random
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,1500,pool-random,pred_no,"base false negatives: label=1,pred=0",654,43.6,715,785,52.333333333333336,11.466666666666667,46.333333333333336,10000,50.0,50.22,92.24,92.24,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/pool_random_1500_seed1.train_rows.jsonl,0.0
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,1500,ns-error-mass,pred_no,"base false negatives: label=1,pred=0",976,65.06666666666666,508,992,66.13333333333334,1.6,65.6,10000,50.0,50.61,93.11,93.11,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/ns_error_mass_1500_seed1.train_rows.jsonl,0.8700000000000045
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,3000,pool-random,pred_no,"base false negatives: label=1,pred=0",1347,44.9,1432,1568,52.266666666666666,10.033333333333333,47.56666666666667,10000,50.0,48.82,92.5,92.5,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/pool_random_3000_seed1.train_rows.jsonl,0.0
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,3000,ns-error-mass,pred_no,"base false negatives: label=1,pred=0",2005,66.83333333333333,959,2041,68.03333333333333,1.7333333333333334,67.36666666666666,10000,50.0,50.27,93.51,93.51,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/ns_error_mass_3000_seed1.train_rows.jsonl,1.0100000000000051
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,4500,pool-random,pred_no,"base false negatives: label=1,pred=0",2018,44.84444444444444,2134,2366,52.577777777777776,10.333333333333334,47.44444444444444,10000,50.0,49.79,93.03,93.03,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/pool_random_4500_seed1.train_rows.jsonl,0.0
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,4500,ns-error-mass,pred_no,"base false negatives: label=1,pred=0",3019,67.08888888888889,1427,3073,68.28888888888889,1.711111111111111,67.6,10000,50.0,50.91,94.03,94.03,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/ns_error_mass_4500_seed1.train_rows.jsonl,1.0
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,6000,pool-random,pred_no,"base false negatives: label=1,pred=0",2694,44.9,2855,3145,52.416666666666664,10.166666666666666,47.55,10000,50.0,50.21,93.97,93.97,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/pool_random_6000_seed1.train_rows.jsonl,0.0
fever06b_budget_1500_6000,fever,support,Qwen3-0.6B,balanced_test_10000,6000,ns-error-mass,pred_no,"base false negatives: label=1,pred=0",4019,66.98333333333333,1908,4092,68.2,1.7166666666666666,67.48333333333333,10000,50.0,50.21,94.47,94.47,experiments/inputs/fever/qwen06b_round0_t1_alpha010_budget_sweep_1500_9000_seed1/seed1/ns_error_mass_6000_seed1.train_rows.jsonl,0.5
